Apothesis build on Wed Mar 22 11:03:20 2023
-------------------------------------------------

End time 1000.000000 sec
Temperature 1000.000000 K
Pressure 101325.000000 P
Random init num 0
Lattice SimpleCubic 100 100 
 
Processes
CO + * -> CO* constant 0.4000000000000000222044604925 
CO* + O* -> CO2* constant 1.e+15 
O2 + 2* -> 2O* constant 0.1499999999999999944488848769 all 


********************************************************************
Time (s)	Growth rate (ML/s)	RMS (-)	Micro-roughness (-)	O2 + 2* -> 2O* (4 N)	O2 + 2* -> 2O* (3 N)	O2 + 2* -> 2O* (2 N)	O2 + 2* -> 2O* (1 N)	CO* + O* -> CO2*	O2 + 2* -> 2O* (0 N)	CO + * -> CO*	O2 + 2* -> 2O* (4 N) (class size)	O2 + 2* -> 2O* (3 N) (class size)	O2 + 2* -> 2O* (2 N) (class size)	O2 + 2* -> 2O* (1 N) (class size)	CO* + O* -> CO2* (class size)	O2 + 2* -> 2O* (0 N) (class size)	CO + * -> CO* (class size)	O* (coverage)	CO* (coverage)	
2.40654656554859	0.126897	10.423737	1.984200	1063	1038	996	645	4095	0	5813	2	88	692	1936	0	2175	4893	0.338900	0.171800	
2.50667547764601	0.136824	10.437931	2.005200	1063	1044	1020	682	4232	0	6013	0	84	634	1902	0	2213	4833	0.338600	0.178100	
2.60747655020098	0.109126	10.449277	2.018000	1063	1049	1040	709	4342	0	6183	1	74	607	1864	0	2233	4779	0.338000	0.184100	
2.70769629329902	0.103772	10.460096	2.034800	1063	1050	1060	736	4446	0	6346	0	63	559	1829	0	2277	4728	0.337200	0.190000	
2.80797447752975	0.143601	10.475008	2.059000	1063	1052	1079	765	4590	0	6541	0	57	543	1787	0	2334	4721	0.332800	0.195100	
2.90842843551703	0.121449	10.487583	2.076200	1063	1054	1092	787	4712	0	6737	0	56	499	1818	0	2322	4695	0.328000	0.202500	
3.00860196580159	0.095834	10.497457	2.087400	1063	1054	1107	816	4808	0	6907	0	57	477	1765	0	2330	4629	0.327200	0.209900	
3.10974959781841	0.119627	10.509962	2.104000	1063	1056	1124	846	4929	0	7097	0	49	451	1721	0	2362	4583	0.324900	0.216800	
3.21100185364845	0.092837	10.519653	2.116800	1063	1059	1134	868	5023	0	7265	0	48	435	1674	0	2376	4533	0.322500	0.224200	
3.31151982574255	0.108438	10.530907	2.129800	1063	1060	1148	895	5132	0	7435	0	46	428	1658	0	2365	4497	0.320000	0.230300	
3.41299605710908	0.116283	10.543111	2.149400	1063	1064	1163	926	5250	0	7602	0	36	399	1648	0	2383	4466	0.318200	0.235200	
3.51354185312915	0.079566	10.551332	2.159400	1063	1065	1179	943	5330	0	7760	0	35	376	1595	0	2394	4400	0.317000	0.243000	
3.61384627143258	0.094712	10.561122	2.171400	1063	1066	1190	966	5425	0	7927	0	34	349	1584	0	2386	4353	0.314500	0.250200	
3.71483528332675	0.087138	10.570132	2.181000	1063	1066	1205	984	5513	0	8090	0	35	333	1541	0	2391	4300	0.312300	0.257700	
3.81497861912822	0.107845	10.581243	2.193000	1063	1068	1211	1013	5621	0	8265	0	42	326	1510	0	2389	4267	0.308900	0.264400	
3.91512112515172	0.100856	10.591676	2.204800	1063	1072	1214	1038	5722	0	8425	1	30	345	1492	0	2377	4245	0.305200	0.270300	
4.01529870572013	0.107809	10.602811	2.220000	1063	1074	1225	1062	5830	0	8602	1	24	327	1478	0	2380	4210	0.301800	0.277200	
4.11637597966572	0.092998	10.612436	2.231200	1063	1075	1232	1088	5924	0	8777	0	22	322	1442	0	2369	4155	0.299200	0.285300	
4.21640304120226	0.096974	10.622311	2.240000	1063	1075	1246	1105	6021	0	8942	0	26	304	1428	0	2364	4122	0.295700	0.292100	
4.31677091011713	0.095648	10.632135	2.249200	1063	1075	1255	1118	6117	0	9135	0	24	291	1436	0	2326	4077	0.290500	0.301800	
4.41746069547434	0.077466	10.640117	2.257200	1063	1076	1267	1140	6195	0	9294	0	24	274	1370	0	2336	4004	0.289700	0.309900	
4.51847138718146	0.076230	10.648051	2.265200	1063	1077	1273	1159	6272	0	9447	0	20	269	1356	0	2308	3953	0.287200	0.317500	
4.61866299046858	0.090826	10.657387	2.276000	1063	1078	1283	1179	6363	0	9616	0	17	235	1335	0	2317	3904	0.284300	0.325300	
4.71869336272671	0.074977	10.665064	2.282200	1063	1079	1291	1197	6438	0	9755	0	21	244	1309	0	2287	3861	0.282200	0.331700	
4.81889489687849	0.072853	10.672540	2.289000	1063	1080	1301	1216	6511	0	9909	0	18	219	1280	0	2276	3793	0.280900	0.339800	
4.91901776064149	0.094883	10.682284	2.298400	1063	1080	1312	1237	6606	0	10063	0	19	221	1219	0	2306	3765	0.277800	0.345700	
5.01919004292504	0.060895	10.688597	2.306000	1063	1080	1316	1254	6667	0	10202	0	18	203	1160	0	2325	3706	0.275900	0.353500	
5.12026785605639	0.074200	10.696280	2.313600	1063	1081	1321	1266	6742	0	10342	0	17	219	1153	0	2291	3680	0.272000	0.360000	
5.22030673625536	0.096962	10.706208	2.322000	1063	1081	1329	1293	6839	0	10507	0	16	212	1154	0	2257	3639	0.269300	0.366800	
5.32035637511494	0.087956	10.715237	2.328800	1063	1083	1332	1314	6927	0	10671	0	17	209	1149	0	2224	3599	0.265700	0.374400	
5.42078540340945	0.070697	10.722537	2.336600	1063	1083	1337	1330	6998	0	10818	0	17	196	1117	0	2222	3552	0.262800	0.382000	
5.52382597182945	0.078610	10.730857	2.345000	1063	1085	1343	1347	7079	0	10971	0	15	193	1115	0	2188	3511	0.259700	0.389200	
5.62406330531935	0.063848	10.737416	2.351600	1063	1085	1346	1363	7143	0	11107	0	18	183	1074	0	2190	3465	0.257100	0.396400	
5.72527733313548	0.065208	10.744157	2.360200	1063	1087	1351	1379	7209	0	11237	0	16	189	1054	0	2162	3421	0.255100	0.402800	
5.82594278852867	0.081458	10.752530	2.369200	1063	1087	1357	1395	7291	0	11385	0	15	189	1027	0	2162	3393	0.251300	0.409400	
5.9263840754766	0.067701	10.759484	2.377000	1063	1087	1362	1406	7359	0	11525	0	14	174	1010	0	2159	3357	0.247700	0.416600	
6.02752080419048	0.065258	10.766295	2.385800	1063	1088	1369	1417	7425	0	11655	0	11	161	995	0	2154	3321	0.244900	0.423000	
6.12766982816812	0.056915	10.772177	2.391800	1063	1089	1374	1430	7482	0	11764	0	7	172	949	0	2160	3288	0.243000	0.428200	
6.22832838003959	0.059607	10.778404	2.401800	1063	1089	1382	1442	7542	0	11891	0	9	166	951	0	2115	3241	0.241000	0.434900	
6.3295367613539	0.055331	10.784192	2.409400	1063	1089	1386	1453	7598	0	12000	0	8	154	934	0	2118	3214	0.238400	0.440200	
6.43012610458161	0.052689	10.789601	2.414000	1063	1091	1390	1467	7651	0	12113	0	9	139	911	0	2108	3167	0.237100	0.446200	
6.53068298263301	0.064640	10.796231	2.419200	1063	1091	1395	1477	7716	0	12246	0	8	135	886	0	2105	3134	0.233600	0.453000	
6.63122479352863	0.053709	10.801741	2.424600	1063	1091	1399	1490	7770	0	12366	0	9	131	873	0	2075	3088	0.231600	0.459600	
6.73123260175151	0.074994	10.809399	2.431000	1063	1091	1405	1506	7845	0	12505	0	9	134	865	0	2047	3055	0.228500	0.466000	
6.83180477588264	0.045738	10.814079	2.435000	1063	1091	1406	1513	7891	0	12615	0	6	126	848	0	2041	3021	0.225500	0.472400	
6.93294318924473	0.047460	10.819034	2.439800	1063	1091	1406	1524	7939	0	12745	0	8	114	814	0	2029	2965	0.222900	0.480600	
7.03352486545168	0.055676	10.824689	2.443200	1063	1092	1408	1539	7995	0	12871	0	8	107	788	0	2012	2915	0.220900	0.487600	
7.13391084355391	0.048812	10.829663	2.446000	1063	1092	1409	1549	8044	0	12993	0	9	104	777	0	1979	2869	0.218200	0.494900	
7.23534172626949	0.045351	10.834353	2.450200	1063	1092	1416	1560	8090	0	13103	0	10	105	746	0	1954	2815	0.217200	0.501300	
7.33600546796163	0.064571	10.840973	2.454000	1063	1093	1418	1566	8155	0	13227	0	9	117	743	0	1934	2803	0.212500	0.507200	
7.4409299661911	0.060996	10.847502	2.457000	1063	1093	1424	1578	8219	0	13364	0	11	109	737	0	1901	2758	0.209700	0.514500	
7.54137914947016	0.046790	10.852345	2.460600	1063	1093	1425	1588	8266	0	13479	0	11	105	685	0	1914	2715	0.207200	0.521300	
7.6414281017826	0.052974	10.857776	2.464600	1063	1095	1426	1601	8319	0	13598	0	7	104	673	0	1886	2670	0.205100	0.527900	
7.74356487017589	0.050912	10.863061	2.469000	1063	1095	1432	1611	8371	0	13712	0	5	98	655	0	1870	2628	0.203100	0.534100	
7.84366001051196	0.043958	10.867562	2.472600	1063	1095	1439	1623	8415	0	13818	0	6	79	640	0	1847	2572	0.202500	0.540300	
7.94467923851861	0.051475	10.872842	2.476000	1063	1095	1441	1633	8467	0	13920	0	4	83	628	0	1835	2550	0.199700	0.545300	
8.04726748084786	0.047764	10.877923	2.480000	1063	1096	1445	1640	8516	0	14026	0	4	82	626	0	1806	2518	0.197200	0.551000	
8.1482943362868	0.032665	10.881346	2.483800	1063	1096	1446	1647	8549	0	14117	0	4	73	614	0	1786	2477	0.195500	0.556800	
8.24959745965205	0.049357	10.886492	2.487200	1063	1096	1449	1659	8599	0	14199	0	5	78	621	0	1761	2465	0.193500	0.560000	
8.34992097914836	0.048842	10.891575	2.490400	1063	1096	1451	1670	8648	0	14294	0	5	84	607	0	1746	2442	0.191200	0.564600	
8.45032116388281	0.050797	10.896766	2.494400	1063	1097	1454	1681	8699	0	14382	0	4	84	614	0	1724	2426	0.189100	0.568300	
8.55124033634777	0.047563	10.901674	2.497400	1063	1097	1457	1687	8747	0	14488	0	3	84	603	0	1708	2398	0.186100	0.574100	
8.65151431651976	0.029918	10.904756	2.499600	1063	1097	1457	1697	8777	0	14572	0	2	80	590	0	1682	2354	0.185100	0.579500	
8.75181735366609	0.040876	10.908978	2.503600	1063	1097	1459	1710	8818	0	14673	0	3	71	567	0	1664	2305	0.184000	0.585500	
8.85355206129924	0.043250	10.913441	2.506400	1063	1097	1463	1715	8862	0	14780	0	5	71	547	0	1645	2268	0.181400	0.591800	
8.95370326252824	0.051921	10.918727	2.510800	1063	1097	1465	1729	8914	0	14885	0	4	66	546	0	1619	2235	0.179400	0.597100	
9.05518764457909	0.035473	10.922417	2.514000	1063	1097	1467	1738	8950	0	14969	0	2	60	522	0	1617	2201	0.178000	0.601900	
9.15521464241695	0.038989	10.926413	2.517600	1063	1097	1468	1745	8989	0	15072	0	1	63	499	0	1597	2160	0.175700	0.608300	
9.25642771900758	0.029640	10.929524	2.521200	1063	1097	1468	1754	9019	0	15158	0	2	61	484	0	1569	2116	0.174500	0.613900	
9.35961896302558	0.038763	10.933668	2.525000	1063	1097	1471	1763	9059	0	15238	0	3	50	481	0	1558	2092	0.172900	0.617900	
9.46015569278214	0.036802	10.937422	2.529200	1063	1097	1471	1771	9096	0	15337	0	2	47	460	0	1542	2051	0.170800	0.624100	
9.5606178130969	0.043798	10.941910	2.530600	1063	1097	1472	1777	9140	0	15423	0	2	46	472	0	1519	2039	0.167800	0.628300	
9.66192653990734	0.035535	10.945547	2.532600	1063	1097	1474	1785	9176	0	15509	0	2	47	464	0	1492	2005	0.166200	0.633300	
9.76277447065102	0.023798	10.947959	2.532400	1063	1097	1474	1792	9200	0	15586	0	2	50	446	0	1464	1962	0.165200	0.638600	
9.86290527249077	0.037950	10.951840	2.534400	1063	1098	1475	1802	9238	0	15658	0	2	52	446	0	1442	1942	0.163800	0.642000	
9.96393561669979	0.026725	10.954602	2.537600	1063	1098	1477	1814	9265	0	15730	0	1	46	423	0	1426	1896	0.163900	0.646500	
10.065065057705	0.028676	10.957600	2.541800	1063	1098	1480	1819	9294	0	15801	0	0	37	410	0	1420	1867	0.162600	0.650700	
10.1652838801072	0.028937	10.960497	2.543600	1063	1098	1480	1829	9323	0	15872	0	2	32	404	0	1396	1834	0.161700	0.654900	
10.2657455539503	0.014931	10.962007	2.543600	1063	1098	1480	1833	9338	0	15923	0	2	30	380	0	1393	1805	0.161000	0.658500	
10.3692193068169	0.019329	10.964041	2.545000	1063	1098	1481	1835	9358	0	15984	0	2	28	360	0	1388	1778	0.159600	0.662600	
10.4703689976208	0.031636	10.967333	2.546600	1063	1098	1481	1840	9390	0	16069	0	1	30	371	0	1345	1747	0.157400	0.667900	
10.5708837301982	0.037805	10.971199	2.550200	1063	1098	1482	1849	9428	0	16147	0	1	24	357	0	1343	1725	0.155600	0.671900	
10.6709736792271	0.026976	10.973983	2.552000	1063	1098	1482	1856	9455	0	16232	0	2	17	328	0	1333	1680	0.154300	0.677700	
10.7743675529666	0.020311	10.976092	2.551800	1063	1098	1482	1859	9476	0	16281	0	2	22	330	0	1313	1667	0.152800	0.680500	
10.8794817380282	0.018076	10.977983	2.552200	1063	1098	1484	1860	9495	0	16340	0	1	20	315	0	1304	1640	0.151500	0.684500	
10.980044280626	0.018894	10.979891	2.552400	1063	1098	1484	1863	9514	0	16408	0	1	20	315	0	1268	1604	0.150200	0.689400	
11.081640157159	0.012796	10.981225	2.552800	1063	1098	1484	1867	9527	0	16461	0	1	20	297	0	1251	1569	0.149700	0.693400	
11.1827281898315	0.023742	10.983656	2.553800	1063	1098	1484	1870	9551	0	16523	0	1	23	277	0	1248	1549	0.147900	0.697200	
11.2844046880408	0.030489	10.986774	2.553200	1063	1098	1485	1875	9582	0	16595	0	1	21	277	0	1228	1527	0.146000	0.701300	
11.3854744247718	0.022757	10.989163	2.554000	1063	1098	1486	1879	9605	0	16653	0	1	22	297	0	1185	1505	0.144700	0.704800	
11.4901269405984	0.026755	10.992002	2.556000	1063	1099	1486	1885	9633	0	16725	0	1	25	281	0	1168	1475	0.143300	0.709200	
11.5918149370887	0.031469	10.995313	2.561400	1063	1099	1488	1895	9665	0	16778	0	1	27	281	0	1153	1462	0.142500	0.711300	
11.6920981200764	0.019944	10.997368	2.562000	1063	1099	1488	1899	9685	0	16830	0	1	26	267	0	1148	1442	0.141300	0.714500	
11.7923883995545	0.023931	10.999877	2.565200	1063	1099	1489	1904	9709	0	16892	0	0	25	254	0	1137	1416	0.140100	0.718300	
11.8925394876722	0.014977	11.001382	2.565600	1063	1099	1489	1909	9724	0	16942	0	0	23	242	0	1121	1386	0.139600	0.721800	
11.9938300049867	0.014809	11.002913	2.566200	1063	1099	1489	1913	9739	0	16995	0	0	19	246	0	1090	1355	0.138900	0.725600	
12.0941803176538	0.020927	11.005062	2.567800	1063	1099	1490	1917	9760	0	17039	0	0	19	240	0	1084	1343	0.137800	0.727900	
12.1961483763918	0.016672	11.006757	2.567800	1063	1099	1491	1917	9777	0	17098	0	1	18	253	0	1044	1316	0.136300	0.732100	
12.2963889358479	0.023942	11.009219	2.571000	1063	1099	1493	1920	9801	0	17155	0	1	14	257	0	1025	1297	0.134900	0.735400	
12.4032042189918	0.012171	11.010549	2.571200	1063	1099	1493	1923	9814	0	17212	0	1	14	255	0	990	1260	0.134200	0.739800	
12.5044437929485	0.016792	11.012298	2.572400	1063	1099	1493	1929	9831	0	17263	0	1	15	251	0	964	1231	0.133700	0.743200	
12.6047513573946	0.017945	11.014114	2.573200	1063	1099	1494	1934	9849	0	17316	0	1	11	227	0	963	1202	0.133100	0.746700	
12.7083492755671	0.012549	11.015453	2.573400	1063	1099	1494	1936	9862	0	17365	0	1	12	233	0	929	1175	0.132200	0.750300	
12.8095757040985	0.012842	11.016828	2.575000	1063	1100	1494	1940	9875	0	17414	0	0	12	212	0	918	1142	0.131900	0.753900	
12.9099226300318	0.017938	11.018661	2.576600	1063	1100	1494	1943	9893	0	17466	0	0	16	206	0	898	1120	0.130700	0.757300	
13.0120149265426	0.019590	11.020685	2.577000	1063	1100	1494	1944	9913	0	17514	0	0	20	192	0	898	1110	0.128900	0.760100	
13.1149896360477	0.016509	11.022404	2.577000	1063	1100	1494	1948	9930	0	17555	0	0	21	188	0	886	1095	0.128000	0.762500	
13.2194172350316	0.021067	11.024672	2.579000	1063	1100	1495	1953	9952	0	17601	0	0	19	186	0	876	1081	0.127000	0.764900	
13.3201040410447	0.019864	11.026713	2.580000	1063	1100	1495	1958	9972	0	17642	0	0	17	176	0	877	1070	0.126000	0.767000	
13.420766116333	0.017882	11.028581	2.581400	1063	1100	1495	1959	9990	0	17694	0	0	13	178	0	861	1052	0.124400	0.770400	
13.5301343167472	0.017373	11.030471	2.582000	1063	1100	1495	1961	10009	0	17750	0	0	11	172	0	847	1030	0.122900	0.774100	
13.6323378527387	0.010763	11.031555	2.580800	1063	1100	1495	1964	10020	0	17777	0	0	13	176	0	830	1019	0.122400	0.775700	
13.7329270719474	0.016900	11.033345	2.583200	1063	1100	1496	1967	10037	0	17812	0	0	13	182	0	815	1010	0.121500	0.777500	
13.8353712666863	0.013666	11.034722	2.582200	1063	1100	1496	1968	10051	0	17855	0	1	11	177	0	804	993	0.120300	0.780400	
13.9415928686255	0.012239	11.036095	2.584800	1063	1100	1498	1973	10064	0	17884	0	1	10	177	0	788	976	0.120400	0.782000	
14.0448110748339	0.011626	11.037373	2.586600	1063	1100	1498	1974	10076	0	17926	0	1	10	177	0	768	956	0.119400	0.785000	
14.1451451847598	0.011960	11.038578	2.586800	1063	1100	1498	1975	10088	0	17957	0	1	12	185	0	749	947	0.118400	0.786900	
14.2494541404866	0.018215	11.040503	2.587600	1063	1100	1499	1978	10107	0	17997	0	0	12	192	0	733	937	0.117300	0.789000	
14.3541586310199	0.006685	11.041241	2.588200	1063	1100	1499	1980	10114	0	18024	0	0	12	180	0	728	920	0.117000	0.791000	
14.4542546303573	0.013987	11.042690	2.589400	1063	1100	1499	1982	10128	0	18059	0	0	12	184	0	713	909	0.116000	0.793100	
14.5568384792196	0.008773	11.043582	2.589800	1063	1100	1499	1984	10137	0	18093	0	0	11	168	0	710	889	0.115500	0.795600	
14.6587327478545	0.010796	11.044673	2.589400	1063	1100	1499	1984	10148	0	18132	0	1	10	165	0	696	872	0.114400	0.798400	
14.7664920775086	0.015776	11.046361	2.589600	1063	1100	1500	1987	10165	0	18165	0	1	10	169	0	685	865	0.113500	0.800000	
14.8680462372897	0.014770	11.047841	2.588400	1063	1100	1500	1988	10180	0	18208	0	1	10	179	0	660	850	0.112200	0.802800	
14.9711212911034	0.007761	11.048638	2.588600	1063	1100	1500	1989	10188	0	18240	0	1	10	167	0	654	832	0.111600	0.805200	
15.0756621240966	0.011479	11.049842	2.590000	1063	1100	1500	1990	10200	0	18270	0	1	14	157	0	652	824	0.110600	0.807000	
15.1767907329455	0.013844	11.051280	2.590600	1063	1100	1500	1992	10214	0	18314	0	1	14	159	0	630	804	0.109600	0.810000	
15.278560213947	0.006878	11.052036	2.592000	1063	1100	1500	1994	10221	0	18344	0	1	10	143	0	630	784	0.109300	0.812300	
15.3812916881517	0.008761	11.052963	2.591800	1063	1100	1500	1995	10230	0	18373	0	1	10	141	0	619	771	0.108600	0.814300	
15.4822797625925	0.008912	11.053873	2.591600	1063	1100	1501	1997	10239	0	18403	0	1	8	129	0	615	753	0.108300	0.816400	
15.5831806583427	0.018830	11.055822	2.594600	1063	1100	1501	2004	10258	0	18439	0	1	11	127	0	602	741	0.107800	0.818100	
15.6837841780231	0.010934	11.056966	2.595800	1063	1100	1502	2007	10269	0	18469	0	0	11	134	0	580	725	0.107500	0.820000	
15.7877948422506	0.007692	11.057789	2.596200	1063	1100	1502	2008	10277	0	18497	0	0	5	132	0	574	711	0.106900	0.822000	
15.8878705828051	0.002998	11.058083	2.596400	1063	1100	1502	2009	10280	0	18526	0	0	4	118	0	564	686	0.106800	0.824600	
15.9945642029393	0.010310	11.059200	2.597400	1063	1100	1502	2011	10291	0	18552	0	0	5	120	0	553	678	0.106100	0.826100	
16.1050646138936	0.011765	11.060515	2.598800	1063	1100	1502	2016	10304	0	18586	0	0	5	112	0	543	660	0.105800	0.828200	
16.205666974725	0.006958	11.061243	2.599200	1063	1100	1502	2018	10311	0	18615	0	0	6	108	0	527	641	0.105500	0.830400	
16.3082153607588	0.011702	11.062473	2.599600	1063	1100	1502	2021	10323	0	18646	0	0	4	104	0	520	628	0.104900	0.832300	
16.4098457402504	0.009840	11.063530	2.601600	1063	1100	1502	2024	10333	0	18669	0	0	4	96	0	519	619	0.104500	0.833600	
16.5104063285978	0.003978	11.063928	2.601400	1063	1100	1502	2026	10337	0	18692	0	0	3	90	0	507	600	0.104500	0.835500	
16.6119494850699	0.007878	11.064750	2.602000	1063	1100	1502	2026	10345	0	18722	0	0	3	88	0	495	586	0.103700	0.837700	
16.7137459779466	0.010806	11.065885	2.603000	1063	1100	1502	2030	10356	0	18741	0	0	1	88	0	492	581	0.103400	0.838500	
16.8161675728011	0.003905	11.066282	2.602800	1063	1100	1502	2031	10360	0	18761	0	0	1	90	0	476	567	0.103200	0.840100	
16.9170676295035	0.006938	11.066955	2.602400	1063	1100	1502	2032	10367	0	18784	0	0	2	84	0	470	556	0.102700	0.841700	
17.0173465112155	0.002992	11.067258	2.602200	1063	1100	1502	2032	10370	0	18804	0	0	2	80	0	460	542	0.102400	0.843400	
17.1266839731325	0.006402	11.067949	2.602600	1063	1100	1502	2034	10377	0	18821	0	0	1	74	0	460	535	0.102100	0.844400	
17.2289123381702	0.002935	11.068243	2.602400	1063	1100	1502	2034	10380	0	18842	0	0	1	66	0	453	520	0.101800	0.846200	
17.3295217274908	0.004970	11.068762	2.602600	1063	1100	1502	2034	10385	0	18863	0	0	1	68	0	440	509	0.101300	0.847800	
17.4307311043116	0.008892	11.069670	2.603000	1063	1100	1502	2035	10394	0	18884	0	0	1	68	0	435	504	0.100600	0.849000	
17.5343612126541	0.004825	11.070199	2.604000	1063	1100	1502	2037	10399	0	18896	0	0	1	66	0	431	498	0.100500	0.849700	
17.637219134379	0.003889	11.070605	2.604400	1063	1100	1502	2037	10403	0	18919	0	0	1	58	0	424	483	0.100100	0.851600	
17.743401819015	0.004709	11.071134	2.604800	1063	1100	1502	2037	10408	0	18941	0	0	0	56	0	415	471	0.099600	0.853300	
17.8436249126271	0.005987	11.071739	2.604600	1063	1100	1502	2038	10414	0	18959	0	0	1	52	0	410	463	0.099200	0.854500	
17.9447974917678	0.002965	11.072059	2.605200	1063	1100	1502	2039	10417	0	18976	0	0	1	46	0	403	450	0.099100	0.855900	
18.0645184878189	0.005012	11.072665	2.605400	1063	1100	1502	2040	10423	0	18998	0	0	1	42	0	395	438	0.098700	0.857500	
18.1662978530243	0.008843	11.073536	2.605000	1063	1100	1502	2040	10432	0	19025	0	0	1	48	0	380	429	0.097800	0.859300	
18.2690894040365	0.004864	11.074028	2.604600	1063	1100	1502	2040	10437	0	19044	0	0	1	44	0	375	420	0.097300	0.860700	
18.3738055966511	0.008595	11.074945	2.605200	1063	1100	1502	2042	10446	0	19059	0	0	1	50	0	368	419	0.096800	0.861300	
18.4741648500915	0.006975	11.075635	2.604400	1063	1100	1502	2043	10453	0	19080	0	0	1	52	0	357	410	0.096300	0.862700	
18.5756642241359	0.002956	11.075965	2.605000	1063	1100	1502	2043	10456	0	19099	0	0	1	54	0	342	397	0.096000	0.864300	
18.6780994136668	0.004881	11.076439	2.604600	1063	1100	1502	2043	10461	0	19116	0	0	1	50	0	339	390	0.095500	0.865500	
18.7801505438844	0.001960	11.076647	2.604400	1063	1100	1502	2043	10463	0	19128	0	0	1	48	0	333	382	0.095300	0.866500	
18.8815214673767	0.010851	11.077807	2.606400	1063	1100	1502	2046	10474	0	19147	0	0	1	44	0	334	379	0.094800	0.867300	
